ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB3108,Rv3081,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,14,12.5,16.8,0.32,700.1,942.64,4.3,0.643,0.93424
MB3109c,Rv3082c,"virulence, detoxification, adaptation",virS,NE,NE,VIRULENCE-REGULATING TRANSCRIPTIONAL REGULATOR VIRS (ARAC/XYLS FAMILY),18,54,122.2,1.11,3887.5,8797.68,68.2,0.358,0.75253
MB3110,Rv3083,intermediary metabolism and respiration,NA,NE,NE,PROBABLE MONOOXYGENASE (HYDROXYLASE),25,106.1,41.7,-1.25,10605.4,4167.34,-64.4,0.0359,0.33187
MB3111,Rv3084,intermediary metabolism and respiration,lipR,NE,NE,PROBABLE ACETYL-HYDROLASE/ESTERASE LIPR,13,94.1,44.2,-1.01,4892.3,2299.86,-49.9,0.1918,0.60993
MB3112,Rv3085,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE,4,20.8,0.6,-2.21,332.3,9.41,-20.2,0.0185,0.26448
MB3113,Rv3086,intermediary metabolism and respiration,adhD,NE,NE,PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE ADHD (ALDEHYDE REDUCTASE),11,142.2,206.1,0.52,6258,9068.58,63.9,0.3822,0.76615
MB3114,Rv3087,conserved hypotheticals,NA,NE,NE,possible triacylglycerol synthase (diacylglycerol acyltransferase),14,178.3,183.6,0.04,9982.4,10280.51,5.3,0.9227,1
MB3115,Rv3088,lipid metabolism,tgs4,NE,NE,putative triacylglycerol synthase (diacylglycerol acyltransferase) tgs4,13,239,47.1,-2.23,12429.7,2450.74,-191.9,0.0193,0.26783
MB3116,Rv3089,lipid metabolism,fadD13,NE,NE,PROBABLE CHAIN-FATTY-ACID-CoA LIGASE FADD13 (FATTY-ACYL-CoA SYNTHETASE),20,113.5,217.9,0.91,9077.2,17432.43,104.4,0.21560000000000001,0.63088
MB3117,Rv3090,conserved hypotheticals,NA,NE,NE,unknown alanine and valine rich protein,8,191.2,195.2,0.03,6118.5,6246.74,4,0.9623,1
MB3118,Rv3091,conserved hypotheticals,NA,NE,NE,conserved protein,14,405,237.3,-0.76,22681.4,13289.18,-167.7,0.2665,0.66501999999999994
MB3119c,Rv3092c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,8,213.7,584.4,1.43,6837.2,18700.23,370.7,0.0581,0.40311
MB3120c,Rv3093c,intermediary metabolism and respiration,NA,NE,NE,HYPOTHETICAL OXIDOREDUCTASE,14,113.1,167.9,0.55,6335,9400.76,54.7,0.5121,0.83441
MB3121c,Rv3094c,conserved hypotheticals,NA,NE,NE,Acyl-CoA dehydrogenase/oxidase domain protein,9,430.3,265.1,-0.69,15492.6,9545.18,-165.2,0.1929,0.61055
MB3122,Rv3095,regulatory proteins,NA,NE,NE,HYPOTHETICAL TRANSCRIPTIONAL REGULATORY PROTEIN,8,218.1,407.7,0.89,6978.9,13046.99,189.6,0.2699,0.66896
MB3123,Rv3096,conserved hypotheticals,NA,NE,NE,putative cellulase family,15,486.1,299.4,-0.69,29165,17964.93,-186.7,0.1841,0.59958
MB3124c,Rv3097c,PE/PPE,lipy,NE,NE,"pe-pgrs family protein, triacylglycerol lipase lipy (esterase/lipase) (triglyceride lipase) (tributyrase)",26,293.9,551.6,0.9,30561.1,57370.31,257.8,0.0367,0.33392
MB3125A,Rv3098A,"virulence, detoxification, adaptation",NA,NE,NE,PemK-like protein,7,856.1,704.8,-0.28,23970.3,19733.11,-151.3,0.6625,0.9466
MB3125c,Rv3098c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,8,74.1,102.7,0.44,2372.3,3285.47,28.5,0.6509,0.94032
MB3126c,Rv3099c,conserved hypotheticals,NA,NE,NE,conserved protein,6,183.7,45.7,-1.9,4409.6,1097.1,-138,0.0201,0.26879
MB3127c,Rv3100c,"virulence, detoxification, adaptation",smpB,NE,NE,PROBABLE SSRA-BINDING PROTEIN SMPB,4,0,22.8,2.47,0,364.04,22.8,1,1
MB3128c,Rv3101c,cell wall and cell processes,ftsX,NE,NE,PUTATIVE CELL DIVISION PROTEIN FTSX (SEPTATION COMPONENT-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER),18,10.2,47,1.77,734.3,3382.87,36.8,0.0404,0.34708
MB3129c,Rv3102c,cell wall and cell processes,ftsE,NE,NE,PUTATIVE CELL DIVISION ATP-BINDING PROTEIN FTSE (SEPTATION COMPONENT-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER),8,5.9,4.9,-0.14,190.1,157.78,-1,0.7982,1
MB3130c,Rv3103c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROLINE-RICH PROTEIN,6,198,315.3,0.66,4752.4,7566.94,117.3,0.5085,0.83073
MB3131c,Rv3104c,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN,11,92.9,120.4,0.36,4085.5,5295.43,27.5,0.7146,0.98587
MB3132c,Rv3105c,information pathways,prfB,ES,ES,PROBABLE PEPTIDE CHAIN RELEASE FACTOR 2 PRFB (RF-2),14,19.9,0.2,-2.27,1116.3,9.91,-19.8,0.4931,0.82744
MB3133,Rv3106,intermediary metabolism and respiration,fprA,NE,NE,nadph:adrenodoxin oxidoreductase fpra (nadph-ferredoxin reductase),15,150,598.4,1.96,9001,35904.88,448.4,0.1154,0.49948
MB3134c,Rv3107c,lipid metabolism,agpS,NE,NE,POSSIBLE ALKYLDIHYDROXYACETONEPHOSPHATE SYNTHASE AGPS (ALKYL-DHAP SYNTHASE) (ALKYLGLYCERONE-PHOSPHATE SYNTHASE),22,40.7,48.4,0.22,3581.3,4256.91,7.7,0.7476,1
MB3135,Rv3108,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,7,19.4,54.1,1.28,544.2,1515.97,34.7,0.4751,0.82513
MB3136,Rv3109,intermediary metabolism and respiration,moaA1,GD,ES,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1,40,15.8,22.7,0.41,2535.3,3624.63,6.8,0.5687,0.88458
MB3137,Rv3110,intermediary metabolism and respiration,moaB1,NE,NE,PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB1 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD),8,376.3,139.5,-1.4,12042.9,4465.06,-236.8,0.139,0.53548
MB3138,Rv3111,intermediary metabolism and respiration,moaC1,GD,NE,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN C MOAC1,13,3.4,226.7,4.78,179,11789.86,223.3,0.1242,0.51056
MB3139,Rv3112,intermediary metabolism and respiration,moaD1,GD,ES,"PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D MOAD1 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN [MPT] CONVERTING FACTOR, SUBUNIT 1)",6,3.1,0,-0.7,74.6,0,-3.1,1,1
MB3140,Rv3113,intermediary metabolism and respiration,NA,NE,ES,POSSIBLE PHOSPHATASE,8,7.9,0.3,-1.29,253.3,9.3,-7.6,0.0402,0.34708
MB3141,Rv3114,conserved hypotheticals,NA,NE,NE,Cytosine/adenosine deaminases,8,4.8,3.3,-0.24,154.6,106.11,-1.5,0.6072,0.91118
MB3142,Rv3115,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE,13,124.8,193.1,0.61,6491.9,10039.44,68.2,0.1408,0.53756
MB3143,Rv3116,intermediary metabolism and respiration,moeB2,NE,NE,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB2 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE),25,156,346.6,1.13,15603.3,34655.1,190.5,0.0816,0.46181
MB3144,Rv3121,intermediary metabolism and respiration,cyp141,NE,NE,probable cytochrome p450 141 cyp141,20,279.4,212,-0.39,22348.7,16960.36,-67.4,0.4278,0.79215
MB3145,Rv3122,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,7,283.7,191.6,-0.55,7943,5365.92,-92,0.3527,0.74858
MB3146,Rv3123,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,2,230.6,73.2,-1.59,1844.7,585.25,-157.4,0.0965,0.48148
MB3147,Rv3124,regulatory proteins,moar1,NE,ES,transcriptional regulatory protein moar1,28,143.5,37.3,-1.81,16073.5,4175.82,-106.2,0.0037,0.14119
MB3148c,Rv3125c,PE/PPE,PPE49,NE,NE,ppe family protein ppe49,17,219.4,161.6,-0.43,14922.5,10986.87,-57.9,0.5255,0.84987
MB3149c,Rv3126c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,3,0.3,15,1.92,3.7,180.47,14.7,0.4572,0.81831
MB3150,Rv3127,conserved hypotheticals,NA,NE,NE,Nitroreductase,17,25.7,210.1,2.81,1745,14286.5,184.4,0.1288,0.5166
MB3151c,Rv3128c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,48.5,55.3,0.17,1357.3,1548.69,6.8,0.9031,1
MB3152c,Rv3128c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,10,1.4,24.1,2.18,56.9,965.33,22.7,0.2427,0.64752
MB3153,Rv3129,conserved hypotheticals,NA,NE,NE,Putative DNA-binding protein,4,4.6,370.7,5.29,74,5931.02,366.1,0.1073,0.49265
MB3154c,Rv3130c,lipid metabolism,tgs1,NE,NE,triacylglycerol synthase (diacylglycerol acyltransferase) tgs1,25,46.1,31.6,-0.48,4605.2,3158.54,-14.5,0.4077,0.78233
MB3155,Rv3131,conserved hypotheticals,NA,NE,NE,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,14,112.6,72.4,-0.6,6306.9,4052.41,-40.3,0.4059,0.78148
MB3156c,Rv3132c,regulatory proteins,devS,NE,NE,TWO COMPONENT SENSOR HISTIDINE KINASE DEVS,28,43.1,94.3,1.05,4825.2,10558.79,51.2,0.2395,0.64752
MB3157c,Rv3133c,regulatory proteins,devR,NE,NE,TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN DEVR (PROBABLY LUXR/UHPA-FAMILY),12,74.9,51.3,-0.51,3597.4,2463.47,-23.6,0.4196,0.78675
MB3158c,Rv3134c,"virulence, detoxification, adaptation",NA,NE,NE,universal stress protein family protein,9,411.5,314.7,-0.38,14813.2,11328.97,-96.8,0.54990000000000006,0.8699
MB3159,Rv3135,PE/PPE,PPE50,NE,GD,ppe family protein ppe50,22,58.8,69.3,0.22,5177.3,6094.05,10.4,0.7451,1
MB3160,Rv3136,PE/PPE,PPE51,NE,NE,ppe family protein ppe51,21,131.1,117.4,-0.15,11009.8,9858.28,-13.7,0.8333,1
MB3160A,Rv3136A,conserved hypotheticals,NA,NE,NE,Conserved protein,11,115.1,112.7,-0.03,5063.9,4959.19,-2.4,0.9643,1
MB3161,Rv3137,intermediary metabolism and respiration,NA,NE,NE,PROBABLE MONOPHOSPHATASE,7,0,0,0,0,0,0,1,1
MB3162,Rv3138,intermediary metabolism and respiration,pflA,NE,NE,PROBABLE PYRUVATE FORMATE LYASE ACTIVATING PROTEIN PFLA (FORMATE ACETYLTRANSFERASE ACTIVATING ENZYME) ([PYRUVATE FORMATE-LYASE] ACTIVATING ENZYME),22,150.2,223.3,0.56,13221.9,19652.8,73.1,0.3342,0.73116
MB3163,Rv3139,lipid metabolism,fadE24,NE,NE,PROBABLE ACYL-CoA DEHYDROGENASE FADE24,19,105.2,113.6,0.1,7999,8631,8.3,0.8235,1
MB3164,Rv3140,lipid metabolism,fadE23,NE,NE,PROBABLE ACYL-CoA DEHYDROGENASE FADE23,16,111.9,322.4,1.49,7162,20631.25,210.5,0.095,0.48078
MB3165,Rv3141,lipid metabolism,fadB4,NE,NE,PROBABLE NADPH QUINONE OXIDOREDUCTASE FADB4 (NADPH:QUINONE REDUCTASE) (ZETA-CRYSTALLIN),16,103.8,163.4,0.63,6643.8,10458.22,59.6,0.3723,0.76251
MB3166c,Rv3142c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,11,181.1,237.1,0.38,7968.9,10432.02,56,0.6157,0.9186
MB3167,Rv3143,regulatory proteins,NA,NE,NE,PROBABLE RESPONSE REGULATOR,3,17.1,2.8,-1.5,205.4,33.58,-14.3,0.1512,0.55752
MB3168c,Rv3144c,PE/PPE,PPE52,NE,NE,ppe family protein ppe52,14,150.8,145.1,-0.05,8447.5,8125.87,-5.7,0.935,1
MB3169,Rv3145,intermediary metabolism and respiration,nuoA,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN A) NUOA (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN A),12,59,41,-0.48,2834.2,1966.76,-18.1,0.368,0.76114
MB3170,Rv3146,intermediary metabolism and respiration,nuoB,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN B) NUOB (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN B),8,57.9,155.3,1.35,1852.9,4968.73,97.4,0.1944,0.61240000000000006
MB3171,Rv3147,intermediary metabolism and respiration,nuoC,GD,ES,PROBABLE NADH DEHYDROGENASE I (CHAIN C) NUOC (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN C),13,4.6,0.2,-0.89,239.7,9.02,-4.4,0.0315,0.32078
MB3172,Rv3148,intermediary metabolism and respiration,nuoD,GD,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN D) NUOD (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN D),22,3,14,1.25,265,1232.38,11,0.1471,0.5479
MB3173,Rv3149,intermediary metabolism and respiration,nuoE,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN E) NUOE (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN E),8,47.9,14.4,-1.45,1532.3,460.38,-33.5,0.1084,0.49265
MB3174,Rv3150,intermediary metabolism and respiration,nuoF,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN F) NUOF (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN F),23,55.3,10.9,-1.92,5088.7,1002.33,-44.4,0.0093,0.19593
MB3175,Rv3151,intermediary metabolism and respiration,nuoG,GD,GD,PROBABLE NADH DEHYDROGENASE I (CHAIN G) NUOG (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN G),23,6.1,28.3,1.58,565.4,2600.06,22.1,0.0906,0.47029
MB3176,Rv3152,intermediary metabolism and respiration,nuoH,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN H) NUOH (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN H),27,20.7,29.1,0.41,2230.4,3140.53,8.4,0.555,0.87353
MB3177,Rv3153,intermediary metabolism and respiration,nuoI,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN I) NUOI (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN I),20,47.6,102.6,1.03,3805.7,8206.39,55,0.2289,0.64246
MB3178,Rv3154,intermediary metabolism and respiration,nuoJ,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN J) NUOJ (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN J),10,36.9,29.7,-0.27,1477,1188.8,-7.2,0.741,1
MB3179,Rv3155,intermediary metabolism and respiration,nuoK,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN K) NUOK (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN K),5,47,1.9,-2.91,939.5,37.97,-45.1,0.1094,0.49265
MB3180,Rv3156,intermediary metabolism and respiration,nuoL,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN L) NUOL (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN L),31,22.3,54.5,1.13,2763.7,6762.65,32.2,0.1269,0.51578
MB3181,Rv3157,intermediary metabolism and respiration,nuoM,NE,GD,PROBABLE NADH DEHYDROGENASE I (CHAIN M) NUOK (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN M),30,16.9,6.6,-0.92,2027.1,789.23,-10.3,0.1662,0.58206
MB3182,Rv3158,intermediary metabolism and respiration,nuoN,NE,NE,PROBABLE NADH DEHYDROGENASE I (CHAIN N) NUON (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN N),32,91.6,123,0.41,11720.1,15749.42,31.5,0.5392,0.86098
MB3183c,Rv3159c,PE/PPE,PPE53,NE,NE,ppe family protein ppe53,26,73.7,109.7,0.54,7665.9,11409.6,36,0.3589,0.7528
MB3184c,NA,NA,PPE70,NE,NE,PPE FAMILY PROTEIN,28,80.6,113.7,0.47,9027,12737.24,33.1,0.3406,0.73461
MB3185c,Rv3160c,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),4,288.3,86.9,-1.67,4613.1,1391.08,-201.4,0.1227,0.50738
MB3186c,Rv3161c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE DIOXYGENASE,17,172.3,220.2,0.35,11715.6,14972.98,47.9,0.6472,0.93727
MB3187c,Rv3162c,cell wall and cell processes,NA,NE,NE,POSSIBLE INTEGRAL MEMBRANE PROTEIN,13,62.4,97.8,0.61,3244.9,5083.51,35.4,0.5058,0.82899
MB3188c,Rv3163c,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED SECRETED PROTEIN,11,193.7,195.2,0.01,8521.8,8587.15,1.5,0.9832,1
MB3189c,Rv3164c,regulatory proteins,moxR3,NE,NE,PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR3,11,30.7,61,0.89,1350.3,2684.52,30.3,0.1953,0.6127
MB3190c,Rv3165c,conserved hypotheticals,NA,NE,NE,unknown protein,6,66.1,113,0.73,1587.4,2712.37,46.9,0.5069,0.82945
MB3191c,Rv3166c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,16,29.3,120.5,1.87,1874.3,7714.94,91.3,0.0125,0.21984
MB3192c,Rv3167c,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),9,12.9,306.6,4.13,462.8,11038.4,293.8,0.0078,0.18344
MB3193,Rv3168,conserved hypotheticals,NA,NE,NE,putative aminoglycoside phosphotransferase,19,23,37.1,0.59,1749.6,2823.32,14.1,0.4236,0.78818
MB3194,Rv3169,conserved hypotheticals,NA,NE,NE,conserved protein,17,68.2,28.2,-1.14,4636.6,1914.93,-40,0.1072,0.49265
MB3195,Rv3170,intermediary metabolism and respiration,aofH,NE,NE,PROBABLE FLAVIN-CONTAINING MONOAMINE OXIDASE AOFH (AMINE OXIDASE) (MAO),15,22.2,98.5,1.93,1334.5,5908.43,76.2,0.0679,0.43172
MB3196c,Rv3171c,"virulence, detoxification, adaptation",hpx,NE,NE,POSSIBLE NON-HEME HALOPEROXIDASE HPX,11,153,411.3,1.4,6732.3,18098.03,258.3,0.0095,0.19808
MB3197c,Rv3172c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,16,176.8,225.6,0.34,11313.5,14438.43,48.8,0.5934,0.90301
MB3198c,Rv3173c,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY),7,91.6,19.3,-1.99,2563.9,541.07,-72.2,0.0705,0.44133
MB3199,Rv3174,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SHORT-CHAIN DEHYDROGENASE/REDUCTASE,11,69.9,207.8,1.51,3076.2,9141.06,137.8,0.1475,0.54838
MB3200,Rv3175,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE AMIDASE (AMINOHYDROLASE),20,155.9,206,0.39,12472.1,16481.96,50.1,0.439,0.8026
MB3201c,Rv3176c,"virulence, detoxification, adaptation",mesTb,NE,NE,PROBABLE EPOXIDE HYDROLASE MESTB [SECOND PART] (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE),1,0,0,0,0,0,0,1,1
MB3202c,Rv3176c,"virulence, detoxification, adaptation",mesTa,NE,NE,PROBABLE EPOXIDE HYDROLASE MESTA [FIRST PART] (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE),10,68.7,95.5,0.45,2749.7,3820.86,26.8,0.5755,0.88863
MB3203,Rv3177,"virulence, detoxification, adaptation",NA,NE,NE,POSSIBLE PEROXIDASE (NON-HAEM PEROXIDASE),7,89.1,3.1,-3.55,2496,85.44,-86.1,0.0026,0.12849
MB3204,Rv3178,conserved hypotheticals,NA,NE,NE,Putative F420H(2)-dependent quinone reductase Rv3178 (Fqr) (EC 1.1.98.-),7,54.7,119.7,1.06,1531.6,3351.52,65,0.2061,0.62029
MB3205,Rv3179,conserved hypotheticals,NA,NE,NE,ATPase,14,281.1,262.1,-0.1,15744.2,14678.32,-19,0.8613,1
MB3206c,Rv3180c,conserved hypotheticals,vapC49,NE,NE,"Predicted nucleic acid-binding protein, contains PIN domain",6,50.6,30,-0.67,1213.6,719.7,-20.6,0.5035,0.82824
MB3207c,Rv3181c,conserved hypotheticals,vapB49,NE,NE,Antitoxin of toxin-antitoxin stability system,6,80.6,0.3,-4.02,1935.3,6.64,-80.4,0.0044,0.14832
MB3208,Rv3182,conserved hypotheticals,higB3,NE,NE,Toxin HigB,1,47.3,0.3,-3.31,189.1,1.11,-47,0.1712,0.58613
MB3209,Rv3183,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN,3,226.2,75.2,-1.53,2715,902.02,-151.1,0.1606,0.5702
MB3210,Rv3188,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,169,274.1,0.68,4733.1,7673.48,105,0.3023,0.70682
MB3211,Rv3189,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,8,241.1,597.1,1.29,7716.4,19106.8,356,0.0248,0.29365
MB3212A,Rv3190A,conserved hypotheticals,NA,NE,NE,Conserved protein,7,303.8,469.3,0.62,8507.8,13141.1,165.5,0.3293,0.72863
MB3212c,Rv3190c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,22,307.8,443.5,0.52,27083.2,39027.08,135.7,0.387,0.77004
MB3213c,Rv3191c,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE,19,304.5,218.3,-0.47,23143.3,16590.34,-86.2,0.5023,0.82744
MB3214,Rv3192,conserved hypotheticals,NA,NE,NE,"Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases",4,162.2,37.5,-1.98,2596,600.34,-124.7,0.0975,0.48148
MB3215c,Rv3193c,cell wall and cell processes,NA,GD,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,69,8.1,22.6,1.07,2248.5,6240.86,14.5,0.1085,0.49265
MB3216c,Rv3194c,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED SECRETED PROTEIN,15,60.3,249,1.96,3618.4,14939.74,188.7,0.0158,0.25162
MB3217,Rv3195,conserved hypotheticals,NA,NE,NE,secretion,15,67,270,1.93,4021.6,16201.56,203,0.219,0.63539
MB3218,Rv3196,conserved hypotheticals,NA,NE,NE,secretion,9,500.5,1027.3,1.03,18018.4,36982.12,526.8,0.258,0.65952
MB3219c,Rv3196A,conserved hypotheticals,NA,NE,NE,unknown protein,1,736.6,28.3,-4.48,2946.5,113.17,-708.3,0.1695,0.58546
MB3220,Rv3197,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER,17,131.2,46,-1.42,8919.9,3130.66,-85.1,0.0082,0.1853
MB3221c,Rv3197A,regulatory proteins,whiB7,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7,3,2.5,177.6,4.6,30.6,2131.66,175.1,0.0045,0.14886
MB3222c,Rv3198c,information pathways,uvrD2,NE,NE,probable atp-dependent dna helicase ii uvrd2,31,26.4,137.9,2.19,3274.9,17094.4,111.4,0.0059,0.16459
MB3223,Rv3198A,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE GLUTAREDOXIN PROTEIN,6,410.9,422.9,0.04,9861.8,10150.35,12,0.9458,1
MB3224c,Rv3199c,intermediary metabolism and respiration,nudC,NE,NE,PROBABLE NADH PYROPHOSPHATASE NUDC (NAD+ DIPHOSPHATASE) (NAD+ PYROPHOSPHATASE) (NADP PYROPHOSPHATASE),8,210.1,160.8,-0.38,6722.4,5145.4,-49.3,0.5997,0.90627
MB3225c,Rv3200c,cell wall and cell processes,NA,NE,NE,POSSIBLE TRANSMEMBRANE CATION TRANSPORTER,16,14.1,109.5,2.58,902,7007.79,95.4,0.0047,0.1497
MB3226c,Rv3201c,information pathways,NA,NE,NE,PROBABLE ATP-DEPENDENT DNA HELICASE,42,75.5,203.7,1.38,12679.5,34229.2,128.3,0.0078,0.18344
MB3227A,NA,NA,NA,NE,NE,NA,4,89.3,142.3,0.64,1428.1,2276.84,53,0.4418,0.80481
MB3227c,Rv3202c,information pathways,NA,NE,NE,POSSIBLE ATP-DEPENDENT DNA HELICASE,27,181.4,164.8,-0.13,19590.2,17798.63,-16.6,0.7823,1
MB3228,Rv3203,intermediary metabolism and respiration,lipV,NE,NE,POSSIBLE LIPASE LIPV,14,77.9,72.1,-0.1,4361.2,4037.51,-5.8,0.8734,1
MB3229,Rv3204,information pathways,NA,NE,NE,POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE),4,42.5,52.6,0.28,679.3,841,10.1,0.7694,1
MB3230c,Rv3205c,conserved hypotheticals,NA,NE,NE,conserved protein,14,53.8,30.6,-0.72,3012.1,1715.1,-23.2,0.3384,0.73457
MB3231c,Rv3206c,intermediary metabolism and respiration,moeB1,ES,ES,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB1 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE),24,31.6,10.8,-1.21,3035,1035.03,-20.8,0.2641,0.66436
MB3232c,Rv3207c,conserved hypotheticals,NA,NE,NE,Metallopeptidase,17,108.8,171.8,0.64,7400.4,11683.31,63,0.3313,0.72911
MB3233,Rv3208,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),9,4.6,33.5,2,167,1205.33,28.8,0.0482,0.3735
MB3234c,Rv3208A,"virulence, detoxification, adaptation",TB9.4,NE,NE,Putative ATP-binding protein,5,118.6,197.7,0.71,2371.8,3954.52,79.1,0.3399,0.73461
MB3235,Rv3209,conserved hypotheticals,NA,NE,NE,Proline rich protein similar to MmpS3,9,346.3,305.4,-0.18,12465.8,10994.98,-40.9,0.7595,1
MB3236c,Rv3210c,conserved hypotheticals,NA,NE,NE,conserved protein,9,28.5,91.2,1.52,1026.5,3283.05,62.7,0.1174,0.49948
MB3237,Rv3211,information pathways,rhlE,NE,NE,PROBABLE ATP-DEPENDENT RNA HELICASE RHLE,20,210.8,154.4,-0.44,16862.1,12355.69,-56.3,0.3623,0.75672
